order_id,product_id,add_to_cart_order,reordered,cart_order
570,17745,14,0,14
570,18090,17,0,17
570,18880,23,0,23
570,19154,25,1,25
570,23695,7,1,7
570,24964,3,1,3
570,28928,5,1,5
570,30639,6,1,6
570,32689,24,1,24
570,34012,21,1,21
570,34824,8,1,8
570,39560,10,1,10
570,44008,9,1,9
570,44698,16,0,16
570,46720,22,0,22
570,47209,12,1,12
570,47734,19,1,19
571,31377,4,1,4
571,45190,3,1,3
571,47977,1,1,1
571,49520,2,1,2
572,4392,8,0,8
572,6459,7,1,7
572,9124,3,0,3
572,19966,1,1,1
572,22035,5,0,5
572,28431,4,0,4
572,38834,2,0,2
572,47119,6,0,6
573,11193,9,1,9
573,11688,8,1,8
573,13176,4,1,4
573,21903,7,1,7
573,22950,11,0,11
573,27177,6,0,6
573,27695,10,0,10
573,32110,1,0,1
573,35420,3,1,3
573,39468,2,0,2
573,46979,5,1,5
574,2391,6,1,6
574,11030,9,1,9
574,11576,10,1,10
574,13176,1,0,1
574,19057,5,1,5
574,20738,8,1,8
574,26369,7,1,7
574,27030,3,1,3
574,27344,11,1,11
574,35221,2,1,2
574,45633,4,1,4
575,1138,13,1,13
575,6177,18,0,18
575,7615,8,1,8
575,10092,15,0,15
575,11568,12,1,12
575,13834,25,1,25
575,15937,14,1,14
575,17328,22,1,22
575,20578,19,0,19
575,24850,7,1,7
575,26698,11,1,11
575,27796,24,0,24
575,29921,5,1,5
575,32023,9,1,9
575,33198,3,1,3
575,35970,16,0,16
575,36695,23,0,23
575,38044,20,1,20
575,38236,21,1,21
575,38395,10,1,10
575,39041,4,1,4
575,42625,6,1,6
575,44116,1,1,1
575,47766,2,1,2
575,48705,17,1,17
576,651,2,1,2
576,7862,3,1,3
576,39275,1,1,1
577,3510,3,1,3
577,10851,8,1,8
577,17708,5,1,5
577,20590,11,1,11
577,21841,2,0,2
577,22963,7,0,7
577,24649,6,1,6
577,37203,10,1,10
577,42460,4,1,4
577,42959,1,0,1
577,43583,9,0,9
578,1819,22,0,22
578,8174,20,0,20
578,8848,15,0,15
578,10163,2,1,2
578,10337,17,0,17
578,10724,7,1,7
578,10749,4,1,4
578,13380,14,1,14
578,17948,11,0,11
578,18670,6,1,6
578,20842,1,1,1
578,21405,25,0,25
578,26209,8,0,8
578,26604,24,0,24
578,27966,12,0,12
578,29801,9,0,9
578,33055,13,0,13
578,35163,16,0,16
578,35958,5,1,5
578,38456,21,1,21
578,42265,18,0,18
578,44359,19,0,19
578,45866,3,1,3
578,46281,23,0,23
578,48464,10,1,10
579,12945,4,1,4
579,14168,3,0,3
579,20467,5,0,5
579,20561,1,1,1
579,34534,7,0,7
579,38341,8,0,8
579,41844,2,1,2
579,46175,6,0,6
580,12260,4,0,4
580,27398,7,0,7
580,37096,3,0,3
580,37886,1,0,1
580,38067,5,0,5
580,38763,2,0,2
580,39365,6,0,6
581,2210,1,1,1
581,10070,3,0,3
581,13176,2,1,2
581,19019,8,0,8
581,19816,7,0,7
581,22963,9,0,9
581,24184,6,0,6
581,32689,4,1,4
581,39928,5,0,5
582,45,14,0,14
582,1540,20,0,20
582,4957,16,0,16
582,9076,2,1,2
582,17872,5,1,5
582,21543,8,0,8
582,21903,1,1,1
582,22124,15,0,15
582,24082,10,1,10
582,25890,6,1,6
582,26128,9,0,9
582,28985,3,1,3
582,29142,4,0,4
582,31663,19,0,19
582,33120,7,1,7
582,33754,18,0,18
582,33787,17,0,17
582,34584,11,0,11
582,39275,12,1,12
582,39430,21,0,21
582,47492,13,0,13
582,47626,22,0,22
583,2064,9,0,9
583,4605,8,1,8
583,5785,1,1,1
583,11039,3,1,3
583,12916,7,1,7
583,18616,6,0,6
583,27086,11,1,11
583,31236,10,1,10
583,31907,5,1,5
583,40571,4,1,4
583,40910,2,1,2
584,248,11,0,11
584,4656,16,0,16
584,7762,12,1,12
584,10912,18,0,18
584,13535,21,0,21
584,17833,4,1,4
584,22713,8,0,8
584,23734,22,0,22
584,24852,5,1,5
584,25199,15,0,15
584,28993,9,1,9
584,30849,3,0,3
584,32839,17,0,17
584,33606,20,0,20
584,34622,19,0,19
584,37524,6,0,6
584,39180,2,0,2
584,40604,10,0,10
584,42828,13,0,13
584,46346,1,0,1
584,47144,14,0,14
584,47209,7,1,7
585,712,4,0,4
585,3847,6,0,6
585,3880,3,1,3
585,16797,7,1,7
585,25461,8,0,8
585,34459,1,0,1
585,35234,2,0,2
585,47114,5,0,5
586,5450,9,1,9
586,9608,2,0,2
586,14161,8,1,8
586,24852,7,1,7
586,27744,4,1,4
586,31338,1,0,1
586,35951,5,1,5
586,41787,10,1,10
586,47229,6,1,6
586,49610,3,1,3
587,7700,5,1,5
587,8230,4,1,4
587,9766,1,1,1
587,19731,6,1,6
587,46709,2,1,2
587,46900,3,1,3
588,10960,9,0,9
588,13802,6,0,6
588,18441,8,1,8
588,21280,7,0,7
588,21903,4,1,4
588,24852,10,1,10
588,24952,12,0,12
588,25659,11,1,11
588,25890,1,1,1
588,28985,3,1,3
588,29662,5,0,5
588,44424,2,0,2
588,46979,13,1,13
589,3952,2,1,2
589,14233,4,0,4
589,25466,3,0,3
589,37646,1,1,1
590,22935,1,1,1
591,1158,6,0,6
591,6489,4,0,4
591,9047,11,0,11
591,14579,8,0,8
591,16528,12,0,12
591,20383,1,0,1
591,24838,7,1,7
591,27325,10,1,10
591,28156,9,0,9
591,30909,2,0,2
591,40709,3,0,3
591,46802,5,0,5
592,7054,9,0,9
592,12409,7,0,7
592,16521,8,0,8
592,16797,10,0,10
592,23288,6,0,6
592,24852,2,1,2
592,26751,12,0,12
592,31506,4,0,4
592,42768,11,0,11
592,45788,1,1,1
592,48697,3,0,3
592,49416,5,0,5
593,432,2,1,2
593,2966,5,1,5
593,6813,1,1,1
593,8670,8,0,8
593,9076,10,0,10
593,14197,7,0,7
593,34640,6,0,6
593,36955,3,1,3
593,40332,4,1,4
593,43565,9,0,9
594,1890,9,1,9
594,2078,10,0,10
594,2099,16,0,16
594,4812,23,0,23
594,5876,5,1,5
594,12254,24,0,24
594,13176,1,1,1
594,16291,21,0,21
594,17160,22,0,22
594,20734,7,1,7
594,21295,14,1,14
594,23734,20,0,20
594,24129,17,0,17
594,24288,3,1,3
594,27413,2,1,2
594,27966,4,1,4
594,28050,25,0,25
594,31504,8,0,8
594,37866,11,0,11
594,41064,18,1,18
594,41620,19,0,19
594,43768,15,1,15
594,44233,12,0,12
594,48219,6,1,6
594,49044,13,1,13
595,4476,7,1,7
595,8996,6,1,6
595,15591,10,0,10
595,19508,5,1,5
595,22713,3,1,3
595,24184,8,1,8
595,26209,9,1,9
595,30027,1,1,1
595,40852,4,1,4
595,44144,2,1,2
596,13544,1,1,1
596,14668,4,1,4
596,15325,3,1,3
596,20995,2,1,2
596,21137,5,0,5
596,40706,6,0,6
597,260,9,1,9
597,4942,5,1,5
597,5303,6,1,6
597,21137,2,1,2
597,36724,7,1,7
597,37141,4,1,4
597,37288,3,1,3
597,38159,8,1,8
597,44829,1,1,1
598,260,10,1,10
598,11456,11,0,11
598,13834,7,0,7
598,16797,6,0,6
598,23785,3,1,3
598,24637,9,0,9
598,26604,5,1,5
598,31263,1,0,1
598,32360,8,0,8
598,48205,4,1,4
598,49683,2,1,2
599,1408,1,1,1
599,8424,5,0,5
599,11869,7,1,7
599,17601,3,1,3
599,21288,4,0,4
599,32330,6,0,6
599,40338,2,1,2
600,939,3,0,3
600,2144,11,0,11
600,8324,10,0,10
600,11996,7,0,7
600,18637,1,0,1
600,22340,5,0,5
600,27178,4,0,4
600,29689,8,0,8
600,33990,9,0,9
600,46616,6,0,6
600,47946,2,0,2
601,895,8,0,8
601,1896,14,0,14
601,4957,11,0,11
601,5077,1,0,1
601,5785,24,0,24
601,9339,22,0,22
601,9808,4,0,4
601,14643,21,0,21
601,17200,23,0,23
601,17630,6,0,6
601,18465,3,0,3
601,22825,18,0,18
601,25072,19,0,19
601,25890,20,0,20
601,26790,12,0,12
601,30489,16,0,16
601,31766,5,0,5
601,33787,10,0,10
601,36256,17,0,17
601,39275,7,0,7
601,39578,9,0,9
601,42265,15,0,15
601,42383,25,0,25
601,45066,13,0,13
601,49131,2,0,2
602,162,13,0,13
602,2611,12,1,12
602,5479,10,0,10
602,10831,4,1,4
602,14992,1,1,1
602,16797,11,1,11
602,22035,14,0,14
602,24852,3,1,3
602,25890,9,1,9
602,27845,5,1,5
602,31371,6,1,6
602,39877,15,0,15
602,45066,8,1,8
602,45763,7,1,7
602,47766,2,1,2
603,651,19,1,19
603,1819,3,1,3
603,2581,9,1,9
603,5130,22,1,22
603,5550,2,1,2
603,9871,17,1,17
603,12258,13,0,13
603,13176,4,1,4
603,21543,10,1,10
603,21847,6,1,6
603,21903,20,1,20
603,22298,1,1,1
603,22825,28,1,28
603,22963,11,1,11
603,28199,5,1,5
603,30839,15,1,15
603,33316,26,1,26
603,37220,8,0,8
603,39275,21,1,21
603,39781,12,0,12
603,40174,14,0,14
603,41658,25,1,25
603,41844,16,1,16
603,42265,24,1,24
603,43768,23,1,23
603,44560,29,1,29
603,47209,27,1,27
603,48437,7,1,7
603,48775,18,1,18
605,9337,1,0,1
605,26675,2,0,2
606,2361,9,0,9
606,8193,8,0,8
606,8277,3,1,3
606,13176,1,1,1
606,15290,7,1,7
606,19048,5,1,5
606,22935,6,1,6
606,33768,4,1,4
606,43122,2,1,2
606,47388,10,1,10
606,48205,11,0,11
607,34165,1,0,1
607,39719,2,0,2
607,46138,3,0,3
607,46251,4,0,4
608,45,7,0,7
608,3098,17,0,17
608,9839,2,1,2
608,11790,16,1,16
608,12357,3,1,3
608,15074,12,1,12
608,22035,15,1,15
608,24852,4,1,4
608,32360,6,1,6
608,33120,5,1,5
608,35887,10,1,10
608,38273,9,1,9
608,39984,8,1,8
608,41220,14,1,14
608,42010,18,0,18
608,42307,13,1,13
608,43712,20,0,20
608,44949,1,1,1
608,48094,11,0,11
608,49075,19,0,19
609,4163,6,0,6
609,22935,1,0,1
609,24160,4,0,4
609,25890,3,1,3
609,30967,7,0,7
609,43888,5,0,5
609,44449,2,0,2
610,6489,2,1,2
610,7806,4,1,4
610,14332,3,1,3
610,39180,1,1,1
611,5793,1,1,1
611,20682,7,1,7
611,20772,9,1,9
611,24053,8,1,8
611,24716,6,1,6
611,30073,3,1,3
611,30960,5,1,5
611,35849,2,1,2
611,43049,4,1,4
612,8555,11,1,11
612,14332,6,0,6
612,15074,5,1,5
612,15386,9,1,9
612,24024,7,1,7
612,26209,10,1,10
612,29487,8,1,8
612,29594,4,1,4
612,31572,3,1,3
612,35948,1,0,1
612,44661,2,1,2
613,705,14,0,14
613,2099,1,1,1
613,7969,4,0,4
613,10492,6,0,6
613,11461,13,0,13
613,16823,9,0,9
613,18339,12,0,12
613,18849,15,0,15
613,19162,11,0,11
613,23687,10,1,10
613,24764,2,0,2
613,25134,3,0,3
613,30305,5,1,5
613,35042,16,0,16
613,44014,7,0,7
613,44683,17,1,17
613,48871,8,0,8
614,13176,3,1,3
614,13603,2,1,2
614,39190,1,1,1
615,4952,10,1,10
615,5652,3,1,3
615,10246,5,1,5
615,10339,11,1,11
615,14358,6,1,6
615,21137,7,1,7
615,24242,1,1,1
615,32689,2,1,2
615,33198,9,1,9
615,41950,8,1,8
615,43234,4,1,4
616,788,3,1,3
616,3880,5,1,5
616,7364,6,1,6
616,7678,10,0,10
616,7736,2,1,2
616,9605,11,0,11
616,12562,19,0,19
616,14163,8,0,8
616,20345,9,1,9
616,24097,4,1,4
616,24852,1,1,1
616,25170,15,0,15
616,30777,13,0,13
616,31683,16,0,16
616,32784,18,0,18
616,38049,7,1,7
616,39408,17,0,17
616,40520,12,0,12
616,44704,14,0,14
617,2480,6,0,6
617,9337,7,0,7
617,15610,5,0,5
617,16521,8,0,8
617,19660,1,1,1
617,34466,4,0,4
617,35547,3,0,3
617,47209,2,0,2
618,3798,5,1,5
618,4149,2,1,2
618,9189,6,1,6
618,10173,9,0,9
618,15040,7,1,7
618,20940,1,1,1
618,28413,3,1,3
618,33303,8,1,8
618,37919,4,1,4
619,15649,2,1,2
619,41950,1,1,1
620,3142,12,0,12
620,6347,3,1,3
620,6962,13,0,13
620,8193,2,1,2
620,16824,8,0,8
620,20588,5,1,5
620,22007,11,0,11
620,26717,14,0,14
620,31727,7,0,7
620,40031,10,0,10
620,45886,9,0,9
620,47626,1,1,1
620,47766,4,1,4
620,49038,6,0,6
621,6184,1,1,1
621,16797,5,1,5
621,39275,2,1,2
621,43352,4,1,4
621,46129,3,1,3
622,8479,11,0,11
622,13176,3,1,3
622,13829,13,0,13
622,17835,12,0,12
622,21009,2,1,2
622,23375,8,0,8
622,27104,5,1,5
622,30391,9,1,9
622,33303,6,1,6
622,36389,7,1,7
622,38159,10,0,10
622,47209,4,1,4
622,47990,1,1,1
623,4562,6,1,6
623,10749,11,1,11
623,14575,8,1,8
623,19678,4,1,4
623,27521,2,1,2
623,32052,10,1,10
623,33120,1,1,1
623,34126,9,1,9
623,38777,5,1,5
623,40706,3,1,3
623,47788,7,1,7
624,5994,3,0,3
624,30532,1,1,1
624,40136,5,0,5
624,40836,4,0,4
624,43154,6,0,6
624,45511,2,1,2
625,260,8,1,8
625,3957,6,1,6
625,8710,2,1,2
625,13176,7,1,7
625,27336,4,1,4
625,27900,10,1,10
625,31915,9,1,9
625,42205,3,1,3
625,42699,1,0,1
625,45448,5,1,5
626,13176,2,1,2
626,16797,8,1,8
626,22308,5,1,5
626,27695,7,1,7
626,30391,4,1,4
626,33873,3,1,3
626,41605,6,1,6
626,44703,1,1,1
627,1217,9,0,9
627,1396,18,1,18
627,4210,3,1,3
627,4377,17,1,17
627,4966,20,1,20
627,6328,23,1,23
627,8424,19,1,19
627,13176,21,0,21
627,16813,13,1,13
627,16826,6,1,6
627,21822,8,1,8
627,22359,22,1,22
627,27662,5,1,5
627,27829,7,0,7
627,28204,15,1,15
627,32857,12,1,12
627,34459,4,0,4
627,36316,2,1,2
627,38618,11,1,11
627,43565,16,1,16
627,45830,14,1,14
627,47000,10,1,10
627,47977,1,1,1
628,6532,4,1,4
628,24852,2,1,2
628,27845,1,1,1
628,47485,3,0,3
629,4086,8,1,8
629,5912,7,0,7
629,8903,10,0,10
629,11895,3,0,3
629,13070,11,0,11
629,16325,6,0,6
629,17794,9,0,9
629,30305,2,1,2
629,34126,1,1,1
629,38419,5,0,5
629,43140,12,0,12
629,46069,4,0,4
630,1148,8,0,8
630,1160,1,0,1
630,5450,6,0,6
630,17366,2,0,2
630,24852,4,0,4
630,27662,5,0,5
630,29792,3,0,3
630,34262,9,0,9
630,47977,7,0,7
632,7948,6,1,6
632,25879,1,1,1
632,27845,7,1,7
632,29447,3,1,3
632,36550,4,1,4
632,42445,5,0,5
632,48364,8,1,8
632,48628,2,0,2
633,13514,16,1,16
633,13629,4,0,4
633,14462,12,0,12
633,16896,17,1,17
633,16911,13,1,13
633,18696,10,0,10
633,18770,6,0,6
633,19508,8,0,8
633,19678,3,0,3
633,21116,11,0,11
633,25093,7,0,7
633,25146,1,1,1
633,28228,5,0,5
633,39002,18,0,18
633,39363,14,1,14
633,44449,9,0,9
633,46906,2,0,2
633,47766,15,1,15
634,2447,6,0,6
634,16797,4,1,4
634,18362,3,1,3
634,28204,1,1,1
634,38689,7,1,7
634,41690,5,0,5
634,45633,2,1,2
635,2855,6,0,6
635,17948,1,0,1
635,19677,3,1,3
635,33303,8,1,8
635,35510,7,1,7
635,35921,4,1,4
635,40054,5,1,5
635,43295,2,1,2
635,47621,9,0,9
636,1710,9,1,9
636,4920,2,1,2
636,9839,3,1,3
636,10908,7,0,7
636,19894,8,1,8
636,27695,6,1,6
636,30024,1,1,1
636,41805,4,1,4
636,43967,5,1,5
636,45603,10,0,10
637,7175,6,1,6
637,14633,5,0,5
637,21137,2,1,2
637,24841,4,0,4
637,34949,3,1,3
637,49621,1,1,1
638,481,10,0,10
638,1947,2,1,2
638,5785,1,1,1
638,8518,8,1,8
638,11777,3,1,3
638,18889,11,0,11
638,21137,4,1,4
638,24184,6,1,6
638,24964,9,1,9
638,34658,12,0,12
638,42265,5,1,5
638,45007,7,1,7
639,8277,1,1,1
639,11520,2,1,2
639,13176,5,1,5
639,39475,4,1,4
639,41950,7,1,7
639,43772,3,1,3
639,45504,6,1,6
640,1689,6,0,6
640,5120,1,1,1
640,6087,5,0,5
640,16953,4,0,4
640,33395,3,1,3
640,37215,2,1,2
641,10268,4,0,4
641,10749,12,1,12
641,12008,3,0,3
641,13176,2,1,2
641,16978,10,0,10
641,21616,14,1,14
641,22935,13,1,13
641,26209,6,1,6
641,28171,8,1,8
641,28985,1,1,1
641,31553,5,1,5
641,47209,9,1,9
641,47626,7,0,7
641,48104,11,0,11
642,3593,12,0,12
642,4058,9,0,9
642,4699,8,0,8
642,17149,11,1,11
642,21405,10,0,10
642,34358,4,1,4
642,37419,7,0,7
642,38739,13,0,13
642,39812,5,1,5
642,42111,1,1,1
642,45951,6,1,6
642,47626,3,1,3
642,48705,2,1,2
643,4472,6,0,6
643,7815,2,0,2
643,10673,3,0,3
643,21137,9,0,9
643,24918,7,0,7
643,32156,5,0,5
643,35921,1,0,1
643,38200,4,0,4
643,39275,8,0,8
644,4193,9,0,9
644,4792,5,0,5
644,8465,3,0,3
644,9547,10,0,10
644,16797,7,0,7
644,23952,4,0,4
644,27423,1,0,1
644,30949,6,0,6
644,43295,8,0,8
644,43957,2,0,2
645,45,7,1,7
645,5065,10,0,10
645,19348,3,1,3
645,21137,2,0,2
645,23537,9,0,9
645,23909,4,1,4
645,24852,1,1,1
645,30489,6,1,6
645,41220,5,1,5
645,47766,8,0,8
646,14303,7,1,7
646,20360,2,0,2
646,27022,6,0,6
646,28412,8,1,8
646,32433,5,1,5
646,34459,1,0,1
646,35042,9,1,9
646,47766,4,1,4
646,48205,3,1,3
647,5002,4,1,4
647,11778,2,1,2
647,16994,5,0,5
647,23383,1,1,1
647,39299,3,1,3
648,18918,1,0,1
648,19048,7,1,7
648,21137,10,1,10
648,25653,4,1,4
648,33719,5,0,5
648,37646,6,1,6
648,39928,2,1,2
648,40691,3,1,3
648,47209,8,1,8
648,48679,9,1,9
649,5450,7,0,7
649,9623,6,0,6
649,10070,1,0,1
649,13733,2,0,2
649,33493,5,0,5
649,43076,3,0,3
649,45192,4,0,4
650,24852,1,1,1
650,25245,3,0,3
650,27554,2,1,2
650,31683,8,1,8
650,41990,5,1,5
650,42669,7,0,7
650,44032,4,0,4
650,46900,9,0,9
650,47610,6,1,6
651,79,19,1,19
651,2664,6,1,6
651,3849,17,1,17
651,5708,15,0,15
651,12144,21,0,21
651,15041,13,1,13
651,18891,3,1,3
651,19057,18,0,18
651,19660,1,1,1
651,21903,12,1,12
651,22400,11,1,11
651,23029,14,0,14
651,24852,5,1,5
651,27695,20,1,20
651,27845,7,1,7
651,35140,9,1,9
651,40583,4,1,4
651,40706,8,1,8
651,43789,10,1,10
651,44359,2,1,2
651,44560,16,0,16
652,7175,4,1,4
652,19660,1,1,1
652,43749,3,1,3
652,46990,2,1,2
653,884,3,0,3
653,3289,1,0,1
653,16797,4,1,4
653,20632,11,0,11
653,24009,5,1,5
653,26349,9,0,9
653,27336,13,0,13
653,33316,6,0,6
653,35887,10,0,10
653,37642,2,0,2
653,38293,12,0,12
653,40002,7,0,7
653,44995,8,0,8
654,2524,4,1,4
654,10527,1,1,1
654,11452,2,1,2
654,13866,8,1,8
654,18610,7,1,7
654,20682,9,1,9
654,24703,6,0,6
654,24852,10,1,10
654,31808,11,1,11
654,32478,5,1,5
654,47371,3,1,3
655,5876,8,1,8
655,10768,2,1,2
655,11440,16,1,16
655,20876,1,0,1
655,21137,11,1,11
655,21614,15,1,15
655,24852,17,1,17
655,26209,6,1,6
655,27966,12,1,12
655,28985,14,1,14
655,30391,9,1,9
655,34126,10,1,10
655,34824,3,0,3
655,43050,4,1,4
655,45807,7,1,7
655,46667,5,1,5
655,47209,13,1,13
656,5746,1,0,1
656,20588,5,0,5
656,24263,2,0,2
656,28961,4,0,4
656,30953,3,0,3
657,1787,1,0,1
657,2552,4,0,4
657,4462,3,0,3
657,6474,2,0,2
657,13176,11,1,11
657,19057,15,0,15
657,21405,12,1,12
657,23594,18,0,18
657,25758,5,0,5
657,26648,16,0,16
657,27521,9,0,9
657,28785,17,0,17
657,34429,8,1,8
657,39663,14,0,14
657,41634,10,0,10
657,44238,6,0,6
657,44359,19,0,19
657,46147,13,0,13
657,47766,7,1,7
658,10163,6,1,6
658,10291,10,1,10
658,16008,11,1,11
658,19610,15,0,15
658,21903,4,1,4
658,22475,13,0,13
658,22935,5,1,5
658,23695,14,0,14
658,36695,3,1,3
658,38400,7,1,7
658,40396,12,1,12
658,43295,8,1,8
658,46979,1,0,1
658,47042,16,1,16
658,47209,2,1,2
658,48679,9,1,9
659,12341,4,1,4
659,14467,2,1,2
659,27845,3,1,3
659,38274,1,1,1
659,42445,5,1,5
660,18352,9,1,9
660,19677,5,1,5
660,19691,6,1,6
660,24852,3,1,3
660,26767,2,0,2
660,30618,7,0,7
660,38035,1,1,1
660,43295,4,1,4
660,44487,8,1,8
660,49235,10,1,10
661,3627,17,0,17
661,5134,10,0,10
661,5876,4,1,4
661,7503,9,0,9
661,7625,21,1,21
661,8518,1,1,1
661,13176,5,1,5
661,16325,16,0,16
661,19051,8,1,8
661,21125,20,1,20
661,23001,19,0,19
661,26128,11,1,11
661,30489,13,1,13
661,34358,2,1,2
661,35898,15,0,15
661,39619,18,1,18
661,41408,7,1,7
661,42265,3,1,3
661,43262,14,0,14
661,45066,6,0,6
661,45613,12,1,12
662,33614,1,0,1
663,5128,3,0,3
663,33439,2,1,2
663,43049,4,0,4
663,48097,1,1,1
664,18531,1,0,1
665,2073,3,0,3
665,16185,4,0,4
665,17083,1,1,1
665,37489,2,1,2
665,39408,5,0,5
666,651,2,1,2
666,12254,7,1,7
666,13176,5,0,5
666,18656,6,0,6
666,22151,1,1,1
666,34050,4,1,4
666,41220,3,1,3
667,9755,7,0,7
667,23377,8,0,8
667,24973,6,0,6
667,27596,3,0,3
667,29370,1,0,1
667,31181,5,0,5
667,31487,2,0,2
667,34169,4,0,4
668,703,6,0,6
668,2795,5,0,5
668,4834,4,0,4
668,17870,3,1,3
668,27323,7,1,7
668,28572,1,1,1
668,47141,2,1,2
669,5785,5,1,5
669,18370,1,1,1
669,27086,8,1,8
669,27104,4,1,4
669,28204,6,1,6
669,31343,3,1,3
669,38772,7,1,7
669,41665,2,1,2
669,42736,9,1,9
670,2763,5,0,5
670,4605,9,0,9
670,5115,4,0,4
670,5450,3,0,3
670,17284,6,0,6
670,17619,10,0,10
670,20524,11,0,11
670,24622,7,0,7
670,24852,1,0,1
670,24964,8,0,8
670,39928,2,0,2
670,47626,12,0,12
671,4193,7,0,7
671,7702,6,0,6
671,8012,3,0,3
671,11009,5,0,5
671,19517,1,0,1
671,25588,2,0,2
671,40078,4,0,4
672,2658,11,1,11
672,7533,13,1,13
672,9020,16,1,16
672,9076,3,0,3
672,14197,5,0,5
672,20378,10,1,10
672,22395,6,1,6
672,24852,2,1,2
672,24890,1,1,1
672,28199,4,1,4
672,29925,15,1,15
672,33548,12,1,12
672,38067,9,0,9
672,38241,14,1,14
672,44628,8,0,8
672,45013,7,0,7
672,49279,17,1,17
673,2326,4,1,4
673,35522,7,0,7
673,37687,2,1,2
673,38689,3,1,3
673,38739,1,1,1
673,40678,8,0,8
673,42110,5,1,5
673,48171,6,1,6
674,365,10,1,10
674,4957,2,1,2
674,5785,6,1,6
674,21019,13,1,13
674,24852,3,1,3
674,25146,8,1,8
674,25506,15,0,15
674,27086,7,1,7
674,28071,9,1,9
674,30233,1,1,1
674,30489,12,1,12
674,33198,5,1,5
674,37317,11,1,11
674,44632,4,1,4
674,49113,14,1,14
675,4577,3,1,3
675,16254,2,1,2
675,19019,1,0,1
675,22359,4,1,4
675,31348,7,0,7
675,35274,6,1,6
675,45541,5,1,5
676,1511,6,1,6
676,2295,3,1,3
676,14462,5,1,5
676,24009,2,1,2
676,45535,1,1,1
676,47788,7,1,7
676,49683,4,1,4
677,3397,2,0,2
677,14814,8,1,8
677,21709,4,1,4
677,32030,3,1,3
677,34358,7,1,7
677,35042,5,0,5
677,38996,6,0,6
677,45167,1,0,1
678,1463,1,1,1
678,2732,11,1,11
678,5322,32,1,32
678,6483,22,1,22
678,7076,16,1,16
678,8614,30,0,30
678,9047,31,1,31
678,10863,25,1,25
678,11143,6,1,6
678,12254,26,1,26
678,12935,10,1,10
678,13176,3,1,3
678,13774,7,1,7
678,16759,13,1,13
678,19635,4,1,4
678,19706,27,0,27
678,23576,15,1,15
678,26604,18,1,18
678,27344,17,1,17
678,29398,28,0,28
678,31717,19,0,19
678,33719,8,1,8
678,34126,9,1,9
678,34243,21,1,21
678,35535,24,1,24
678,36039,33,0,33
678,36695,12,1,12
678,39097,5,1,5
678,39794,29,0,29
678,40156,2,1,2
678,43961,14,1,14
678,46747,20,1,20
678,47717,34,0,34
678,48707,23,1,23
679,25931,1,1,1
679,27086,3,1,3
679,43619,4,1,4
679,47209,2,1,2
681,22935,4,1,4
681,23178,1,1,1
681,24759,6,1,6
681,31506,7,1,7
681,35535,3,1,3
681,37897,5,1,5
681,41220,8,1,8
681,46474,2,1,2
682,23909,1,1,1
683,4799,2,1,2
683,13083,3,1,3
683,15700,1,0,1
683,17948,10,0,10
683,26604,9,1,9
683,28828,5,0,5
683,28934,7,0,7
683,31623,11,0,11
683,32486,4,0,4
683,43647,6,0,6
683,44717,12,0,12
683,47492,8,0,8
684,7751,6,1,6
684,17678,7,1,7
684,17923,5,1,5
684,32115,8,0,8
684,33000,4,1,4
684,35948,1,1,1
684,41290,2,1,2
684,43967,3,1,3
685,5769,11,0,11
685,9595,22,0,22
685,12797,10,0,10
685,13176,20,1,20
685,13646,27,0,27
685,15937,3,0,3
685,22935,8,0,8
685,24082,14,0,14
685,24489,15,0,15
685,25199,1,0,1
685,26128,13,0,13
685,26369,7,0,7
685,27845,6,1,6
685,27966,12,0,12
685,32177,2,0,2
685,33731,5,1,5
685,34358,9,0,9
685,35547,18,0,18
685,35951,21,0,21
685,38739,19,0,19
685,39275,16,1,16
685,39699,4,1,4
685,42265,26,0,26
685,44422,25,0,25
685,45007,24,0,24
685,47167,23,0,23
685,49075,17,0,17
686,33731,1,1,1
687,21137,1,1,1
687,30233,6,1,6
687,43394,4,1,4
687,47065,5,0,5
687,47209,3,1,3
687,48086,2,1,2
688,810,5,0,5
688,1511,12,1,12
688,2091,13,1,13
688,7948,4,1,4
688,9825,16,1,16
688,11408,18,0,18
688,16797,7,1,7
688,23537,2,1,2
688,27243,1,1,1
688,30305,15,1,15
688,30480,17,1,17
688,32303,8,0,8
688,33000,3,1,3
688,34262,14,1,14
688,41055,6,0,6
688,45066,9,1,9
688,45223,11,1,11
688,46969,10,0,10
689,6740,8,0,8
689,10768,12,1,12
689,12745,14,0,14
689,15996,6,0,6
689,16759,2,1,2
689,17160,15,0,15
689,17553,13,1,13
689,19773,5,1,5
689,28443,7,0,7
689,33120,4,1,4
689,35921,3,1,3
689,38190,11,0,11
689,41065,10,1,10
689,41972,9,0,9
689,43961,1,1,1
690,895,9,1,9
690,11187,3,1,3
690,12745,10,1,10
690,13176,5,0,5
690,21137,6,1,6
690,30391,7,0,7
690,40396,11,0,11
690,42265,2,1,2
690,44275,4,1,4
690,46979,8,0,8
690,47766,1,1,1
691,4920,8,1,8
691,8048,1,1,1
691,9076,9,1,9
691,11759,4,1,4
691,12341,2,1,2
691,17122,10,1,10
691,21573,3,1,3
691,21903,5,1,5
691,30450,6,1,6
691,39332,7,0,7
692,3919,2,1,2
692,6166,4,1,4
692,8209,3,1,3
